recipe_id,name,way,weight,calorie,carbohydrate,protein,fat,salt,img_small,img_big,category,dish
644,검은콩국수,2,0.0,343.6,68.1,11.2,3.0,633.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00644_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00644_1.png,일품,1
645,겨자소스로 구운 산마샐러드,1,0.0,112.0,16.0,3.0,4.0,144.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00645_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00645_1.png,반찬,1
271,닭고기김치찌개,2,0.0,277.1,1.79,5.87,2.73,776.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00271_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00271_1.png,국&찌개,1
272,완자김치찌개,2,0.0,161.1,1.34,6.78,2.61,355.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00272_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00272_1.png,국&찌개,1
273,백김치콩비지찌개,2,0.0,195.3,3.13,2.99,2.99,447.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00273_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00273_1.png,국&찌개,1
274,오징어김치찌개,2,0.0,159.1,2.5,2.4,0.7,549.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00274_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00274_1.png,국&찌개,1
275,해물김치찌개,2,200.0,53.9,5.2,3.0,2.3,385.1,http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306022845_1678080525384.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20230313/20230313110520_1678673120064.jpg,국&찌개,1
276,맑은부대찌개,2,0.0,395.9,8.67,6.23,2.41,334.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00276_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00276_1.png,국&찌개,1
277,나가사키부대찌개,2,0.0,342.7,3.99,5.37,3.63,778.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00277_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00277_1.png,국&찌개,1
278,삼계부대찌개,2,0.0,299.9,8.26,4.46,0.09,163.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00278_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00278_1.png,국&찌개,1
279,쑥갓부대찌개,2,200.0,126.3,9.9,6.4,6.8,347.1,http://www.foodsafetykorea.go.kr/uploadimg/20230308/20230308012547_1678249547987.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20230308/20230308012559_1678249559785.jpg,국&찌개,1
280,들깨순두부찌개,2,0.0,171.7,2.92,2.8,1.36,111.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00280_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00280_1.png,국&찌개,1
281,백태순두부찌개,2,0.0,165.4,2.4,3.08,1.13,640.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00281_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00281_1.png,국&찌개,1
282,버섯순두부찌개,2,250.0,85.7,6.3,6.4,3.9,243.1,http://www.foodsafetykorea.go.kr/uploadimg/20230308/20230308053608_1678264568602.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20230308/20230308053620_1678264580849.jpg,국&찌개,1
283,토란순두부찌개,2,0.0,312.7,2.93,3.48,2.96,409.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00283_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00283_1.png,국&찌개,1
385,토마토스프파스타,2,0.0,282.6,37.0,10.4,10.4,41.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00385_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00385_1.png,일품,1
386,다이어트국수,6,0.0,36.9,6.1,0.1,1.4,490.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00386_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00386_1.png,일품,1
387,오징어구이,3,0.0,278.1,24.8,22.9,9.7,611.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00387_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00387_1.png,반찬,1
388,배숙구이,1,0.0,196.3,47.0,1.3,0.3,21.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00388_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00388_1.png,후식,1
389,웰빙스테이크,1,0.0,273.0,19.2,19.2,13.2,204.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00389_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00389_1.png,일품,1
390,오징어콩순대,1,0.0,213.5,25.0,17.9,4.7,295.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00390_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00390_1.png,일품,1
391,토마토소고기장조림,2,0.0,282.6,20.4,31.2,8.5,941.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00391_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00391_1.png,반찬,1
392,토마토소고기찜,2,0.0,302.9,11.2,26.6,16.8,289.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00392_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00392_1.png,반찬,1
393,맛간장삼치구이,1,0.0,220.9,5.2,30.2,8.8,570.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00393_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00393_1.png,반찬,1
394,삼겹살꼬치구이,1,0.0,289.5,805.0,11.2,23.4,59.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00394_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00394_1.png,반찬,1
395,새우아욱죽,2,0.0,201.3,34.0,13.1,1.4,471.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00395_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00395_1.png,밥,1
396,까르보나라뇨끼,2,0.0,351.9,29.1,13.2,20.3,347.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00396_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00396_1.png,일품,1
397,호박죽,2,0.0,150.1,26.8,5.6,2.3,101.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00397_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00397_1.png,일품,1
398,라이스버거떡갈비,1,0.0,206.2,28.3,12.4,4.8,206.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00398_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00398_1.png,반찬,1
399,고추김치,6,40.0,16.1,2.6,0.6,0.3,16.8,http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306052031_1678090831734.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20230306/20230306052044_1678090844312.jpg,반찬,1
500,누룽닭,2,0.0,415.5,47.5,23.8,14.5,290.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00500_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00500_1.png,반찬,1
501,광어스테이크,1,0.0,487.2,19.8,32.2,31.0,192.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00501_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00501_1.png,반찬,1
502,치즈감자크로켓,5,0.0,588.5,40.1,14.8,41.0,362.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00502_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00502_1.png,후식,1
503,코코넛밀크카레,2,0.0,330.2,27.0,24.0,14.0,389.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00503_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00503_1.png,반찬,1
504,소고기리조또롤,2,0.0,382.5,18.7,36.0,18.2,416.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00504_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00504_1.png,밥,1
505,둥지튀김,5,0.0,1028.5,149.1,242.2,37.3,74.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00505_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00505_1.png,반찬,1
506,새우와스테이크,1,0.0,508.4,6.3,36.2,37.6,194.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00506_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00506_1.png,일품,1
507,함초삼겹,1,0.0,618.4,22.5,31.8,44.6,136.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00507_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00507_1.png,반찬,1
508,햄버거스테이크,1,0.0,420.4,8.0,30.4,29.6,193.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00508_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00508_1.png,반찬,1
509,유자삼치구이,1,0.0,498.2,35.0,45.3,19.7,159.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00509_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00509_1.png,반찬,1
510,냉토마토파스타,2,0.0,202.3,34.1,8.1,3.7,213.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00510_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00510_1.png,일품,1
511,닭고기또띠아,1,0.0,516.4,82.8,21.6,11.0,831.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00511_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00511_1.png,반찬,1
512,닭고기스테이크,2,0.0,222.4,8.0,26.3,9.5,226.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00512_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00512_1.png,반찬,1
513,오징어순대,4,0.0,325.2,6.9,39.1,15.7,242.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00513_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00513_1.png,반찬,1
514,연어차우더스프,2,0.0,217.6,23.2,11.7,8.7,215.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00514_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00514_1.png,일품,1
663,시금치브로컬리 파스타,2,0.0,400.5,68.4,15.3,7.3,77.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00663_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00663_1.png,일품,1
664,야채찜을 곁들인 광어스테이크,4,0.0,259.0,16.0,18.9,13.2,398.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00664_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00664_1.png,일품,1
665,연근부각,5,0.0,162.2,25.3,2.6,5.6,67.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00665_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00665_1.png,반찬,1
666,오이냉국을 곁들인 오색쌈밥,2,0.0,379.4,77.0,9.0,4.0,522.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00666_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00666_1.png,밥,1
667,카레탄두리치킨과 닭가슴살냉채,1,0.0,304.9,26.7,16.7,14.6,427.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00667_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00667_1.png,일품,1
668,컬리플라워소스 광어스테이크,1,0.0,99.8,10.8,10.6,1.6,167.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00668_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00668_1.png,일품,1
669,콜라비오미자 물김치,6,0.0,71.6,15.6,1.7,0.2,151.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00669_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00669_1.png,반찬,1
670,크림소스치킨롤,2,0.0,401.0,10.9,24.6,28.8,262.9,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00670_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00670_1.png,일품,1
671,표고버섯 감자찜,4,0.0,176.8,37.6,5.4,0.5,108.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00671_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00671_1.png,반찬,1
672,해물애호박 전병말이,1,0.0,408.4,66.2,10.7,11.2,256.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00672_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00672_1.png,반찬,1
673,찬밥이용닭죽,2,0.0,234.5,29.8,20.2,3.3,327.6,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102057_1416273657171.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102057_1416273657171.jpg,밥,1
674,감자느타리버섯국,2,0.0,53.3,6.8,5.2,0.8,404.0,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102104_1416273664244.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102104_1416273664244.jpg,국&찌개,1
677,민어매운탕,2,0.0,147.7,11.7,16.2,4.6,532.1,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102107_1416273667490.jpg,http://www.foodsafetykorea.go.kr/uploadimg/20141118/20141118102107_1416273667490.jpg,국&찌개,1
297,아몬드치킨볼,1,0.0,210.7,4.95,15.02,6.13,55.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00297_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00297_1.png,반찬,1
298,양배추롤,1,0.0,227.8,18.36,12.01,6.75,127.6,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00298_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00298_1.png,반찬,1
299,생선베이컨말이,1,0.0,105.6,1.53,18.71,10.56,146.5,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00299_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00299_1.png,반찬,1
300,콩고기샐러드,1,0.0,333.2,19.26,13.13,6.88,426.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00300_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00300_1.png,반찬,1
301,퀴노아닭가슴살샐러드,3,0.0,173.5,7.25,9.14,2.55,33.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00301_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00301_1.png,반찬,1
302,바나나크림파스타,2,0.0,684.0,21.25,5.99,12.89,327.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00302_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00302_1.png,일품,1
303,산채쌀파스타,2,0.0,176.7,23.01,3.47,1.15,297.3,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00303_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00303_1.png,일품,1
304,황태포당면국수,2,0.0,338.5,17.26,0.95,0.27,72.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00304_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00304_1.png,일품,1
305,닭갈비볶음면,3,0.0,543.4,18.32,4.04,3.39,228.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00305_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00305_1.png,일품,1
306,오색볶음면,3,0.0,466.8,25.03,5.26,7.71,952.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00306_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00306_1.png,일품,1
307,로제소스라면,2,0.0,913.4,15.78,4.73,8.57,698.8,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00307_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00307_1.png,일품,1
308,라면월남쌈튀김,5,0.0,422.1,25.83,5.98,15.17,445.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00308_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00308_1.png,반찬,1
309,삼겹살라면,2,0.0,525.2,14.66,3.25,2.97,332.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00309_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00309_1.png,일품,1
310,유자샐러드라면,2,0.0,307.9,26.6,3.14,4.86,145.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00310_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00310_1.png,일품,1
414,주꾸미머리순대,4,0.0,60.0,0.8,11.8,1.1,122.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00414_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00414_1.png,반찬,1
415,매실동치미,6,0.0,76.8,18.4,0.7,0.0,79.2,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00415_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00415_1.png,반찬,1
416,조기까스,1,0.0,135.8,4.3,15.4,6.3,240.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00416_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00416_1.png,반찬,1
417,돼지머리수육맑은전골,2,0.0,233.4,20.7,103.8,10.6,552.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00417_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00417_1.png,일품,1
418,파인애플볶음밥,3,0.0,285.3,36.6,12.3,10.0,280.1,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00418_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00418_1.png,밥,1
419,연근초무침,6,0.0,119.1,20.4,1.6,3.5,81.4,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00419_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00419_1.png,반찬,1
420,코다리맑은찜,4,0.0,96.7,1.1,19.1,1.8,431.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00420_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00420_1.png,반찬,1
421,뿌리채소두부선,4,0.0,184.5,19.7,9.4,7.6,135.0,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00421_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00421_1.png,반찬,1
422,사과장아찌,6,0.0,291.2,64.9,1.9,2.7,736.7,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00422_2.png,http://www.foodsafetykorea.go.kr/uploadimg/cook/10_00422_1.png,반찬,1
